t_wall,episode,step,raw_action_0,raw_action_1,cmd_linear_x,cmd_angular_z,pos_x,pos_y,goal_distance,goal_angle,linear_x,angular_z,lidar_min,done,terminated,truncated,terminal_reason,reward_total,reward_progress,reward_safe,reward_risk,reward_turn,reward_stop,reward_smooth,reward_terminal,lidar_feat_0,lidar_feat_1,lidar_feat_2,lidar_feat_3,lidar_feat_4,lidar_feat_5,lidar_feat_6,lidar_feat_7,lidar_feat_8,lidar_feat_9,lidar_feat_10,lidar_feat_11,lidar_feat_12,lidar_feat_13,lidar_feat_14
1774534857.374479,1,11,0.308503,-0.948220,0.308503,-1.896440,0.004412,0.170814,2.829190,0.244873,0.306769,-1.736834,1000.000000,0,0,0,,0.687482,0.034943,0.000000,-0.000000,-0.086842,0.000000,-0.021291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534857.553914,1,12,0.818880,0.850379,0.818880,1.700757,0.033194,0.252429,2.747772,0.349260,0.660258,0.750366,1000.000000,0,0,0,,0.898128,0.040709,0.000000,-0.000000,-0.037518,0.000000,-0.041076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534857.735917,1,13,-0.461809,0.812117,-0.461809,1.624234,0.041037,0.264111,2.736197,0.080804,-0.413290,1.493408,1.332110,0,0,0,,0.268423,0.005788,0.000000,-0.000000,-0.074670,0.000000,-0.013572,0.000000,10.471006,10.471006,10.471006,10.471006,2.716368,1.658793,1.364534,1.332110,1.364570,1.658943,2.716958,10.471006,10.471006,10.471006,10.471006
1774534857.925871,1,14,0.954143,0.134222,0.954143,0.268443,0.034594,0.257402,2.742816,-0.156169,-0.000002,1.894010,1000.000000,0,0,0,,0.366970,-0.003309,0.000000,-0.000000,-0.094700,-0.100000,-0.027717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534858.105016,1,15,0.699380,-0.914834,0.699380,-1.829669,0.006278,0.317746,2.682261,-0.246439,0.562567,-1.031484,1000.000000,0,0,0,,0.864389,0.030277,0.000000,-0.000000,-0.051574,0.000000,-0.023529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534858.287985,1,16,0.995874,-0.657135,0.995874,-1.314271,-0.017869,0.460771,2.539292,-0.049536,0.982498,-1.271364,1000.000000,0,0,0,,1.187837,0.071484,0.000000,-0.000000,-0.063568,0.000000,-0.008119,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534858.465763,1,17,0.793951,-0.739391,0.793951,-1.478781,-0.006781,0.603814,2.396196,0.205208,0.777106,-1.487387,1000.000000,0,0,0,,1.037406,0.071548,0.000000,-0.000000,-0.074369,0.000000,-0.003664,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534858.646027,1,18,0.627235,-0.348055,0.627235,-0.696110,0.025768,0.713554,2.286592,0.367322,0.618490,-0.700367,1000.000000,0,0,0,,0.916605,0.054802,0.000000,-0.000000,-0.035018,0.000000,-0.009494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534858.825968,1,19,-0.072974,0.578574,-0.072974,1.157148,0.033845,0.734323,2.265930,0.297574,-0.099889,1.265131,4.963111,0,0,0,,0.437871,0.010331,0.000000,-0.000000,-0.063257,0.000000,-0.025535,0.000000,11.594121,11.594121,11.594121,11.594121,10.124416,6.181249,5.084161,4.963111,5.083810,6.179823,10.118826,11.594121,11.594121,11.594121,11.594121
1774534859.015746,1,20,0.998225,0.229405,0.998225,0.458810,0.040199,0.751807,2.248552,0.227851,0.400076,-0.750060,1000.000000,0,0,0,,0.771824,0.008689,0.000000,-0.000000,-0.037503,0.000000,-0.017695,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534859.197305,1,21,0.849516,-0.219957,0.849516,-0.439913,0.080724,0.864954,2.136572,0.376476,0.841165,-0.446737,1000.000000,0,0,0,,1.050511,0.055990,0.000000,-0.000000,-0.022337,0.000000,-0.010474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534859.377311,1,22,0.952343,-0.311471,0.952343,-0.622943,0.145246,1.019165,1.986153,0.523466,0.941896,-0.629682,1000.000000,0,0,0,,1.049983,0.075209,0.000000,-0.000000,-0.031484,0.000000,-0.002859,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534859.556699,1,23,0.583578,0.977964,0.583578,1.955929,0.189733,1.130825,1.878779,0.313325,0.583858,1.799830,1000.000000,0,0,0,,0.838266,0.053687,0.000000,-0.000000,-0.089992,0.000000,-0.029476,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534859.738526,1,24,0.825714,0.265946,0.825714,0.531893,0.201618,1.262484,1.749175,0.144868,0.823973,0.484091,1000.000000,0,0,0,,1.106856,0.064802,0.000000,-0.000000,-0.024205,0.000000,-0.016662,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534859.928321,1,25,0.509666,0.254886,0.509666,0.509772,0.200436,1.362678,1.649545,0.070250,0.512766,0.523090,1000.000000,0,0,0,,0.925700,0.049815,0.000000,-0.000000,-0.026155,0.000000,-0.003382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534860.109402,1,26,0.519119,0.446527,0.519119,0.893053,0.188470,1.460078,1.551412,-0.076964,0.519771,0.818829,1000.000000,0,0,0,,0.913360,0.049066,0.000000,-0.000000,-0.040941,0.000000,-0.003927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534860.289517,1,27,0.979953,-0.180637,0.979953,-0.361273,0.149767,1.581279,1.426604,-0.253497,0.892819,0.160916,1000.000000,0,0,0,,1.136603,0.062404,0.000000,-0.000000,-0.008046,0.000000,-0.017152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534860.469057,1,28,0.986005,-0.853857,0.986005,-1.707714,0.108398,1.746395,1.258283,-0.011162,0.964123,-1.710241,1000.000000,0,0,0,,1.163524,0.084161,0.000000,-0.000000,-0.085512,0.000000,-0.013525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534860.649822,1,29,0.993770,0.230597,0.993770,0.461193,0.097726,1.920787,1.083629,0.001573,0.988264,0.466523,1000.000000,0,0,0,,1.235191,0.087327,0.000000,-0.000000,-0.023326,0.000000,-0.021767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534860.828559,1,30,0.997826,-0.782642,0.997826,-1.565284,0.097406,2.096053,0.909180,0.238567,0.978379,-1.555608,1000.000000,0,0,0,,1.142546,0.087224,0.000000,-0.000000,-0.077780,0.000000,-0.020305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534861.019035,1,31,0.890384,0.841464,0.890384,1.682928,0.111617,2.266343,0.742099,0.093618,0.875438,1.629569,1000.000000,0,0,0,,1.088841,0.083540,0.000000,-0.000000,-0.081478,0.000000,-0.033557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534861.200329,1,32,0.986977,-0.331320,0.986977,-0.662640,0.098272,2.433136,0.575319,0.129528,0.987518,-0.608482,1000.000000,0,0,0,,1.211066,0.083390,0.000000,-0.000000,-0.030424,0.000000,-0.024422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534861.380719,1,33,0.995976,0.024781,0.995976,0.049562,0.091604,2.611603,0.399054,0.189398,0.994213,0.051595,1000.000000,0,0,0,,1.253472,0.088133,0.000000,-0.000000,-0.002580,0.000000,-0.007212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534861.561093,1,34,0.988994,0.229877,0.988994,0.459755,0.077999,2.788365,0.225551,0.235148,0.983458,0.464622,1000.000000,1,1,0,success,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534861.992234,2,1,0.997720,-0.340955,0.997720,-0.681911,0.021249,0.000008,3.000067,1.578550,0.362815,-0.004438,1000.000000,0,0,0,,-0.006625,-0.000063,0.000000,-0.000000,-0.000222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534862.170252,2,2,0.753557,0.985420,0.753557,1.970840,0.124129,0.004640,2.997931,1.484420,0.747658,1.798970,1000.000000,0,0,0,,-0.027388,0.001068,0.000000,-0.000000,-0.089949,0.000000,-0.028969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534862.350592,2,3,-0.016118,0.832206,-0.016118,1.664411,0.159947,0.010671,2.993605,1.185144,-0.033036,1.529664,2.535521,0,0,0,,0.033161,0.002163,0.000000,-0.000000,-0.076483,-0.100000,-0.010761,0.000000,11.880252,11.880252,11.880252,11.880252,5.170704,3.157427,2.597260,2.535521,2.597279,3.157506,5.171014,11.880252,11.880252,11.880252,11.880252
1774534862.528370,2,4,0.995844,-0.628872,0.995844,-1.257744,0.169640,0.047663,2.957207,0.841976,0.445426,1.400002,1000.000000,0,0,0,,0.486441,0.018199,0.000000,-0.000000,-0.070000,0.000000,-0.039341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534862.718120,2,5,0.922622,0.945868,0.922622,1.891737,0.249045,0.164170,2.846745,0.597883,0.896775,1.888119,1000.000000,0,0,0,,0.869241,0.055231,0.000000,-0.000000,-0.094406,0.000000,-0.032227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534862.899758,2,6,-0.872111,0.947129,-0.872111,1.894258,0.268181,0.192070,2.820708,0.297404,-0.146767,0.681624,2.569312,0,0,0,,0.450431,0.013019,0.000000,-0.000000,-0.034081,0.000000,-0.017973,0.000000,11.154211,11.154211,11.154211,11.154211,5.238324,3.199180,2.631795,2.569312,2.631978,3.199921,5.241231,11.154211,11.154211,11.154211,11.154211
1774534863.080442,2,7,0.932971,-0.373791,0.932971,-0.747581,0.263545,0.172847,2.839410,0.071200,-0.029513,1.089364,6.683278,0,0,0,,0.372528,-0.009351,0.000000,-0.000000,-0.054468,-0.100000,-0.044469,0.000000,11.844710,11.844710,11.844710,11.844710,11.844710,8.325403,6.846737,6.683278,6.845392,8.319942,11.844710,11.844710,11.844710,11.844710,11.844710
1774534863.260818,2,8,0.998347,-0.550548,0.998347,-1.101095,0.243876,0.210103,2.800536,-0.137735,0.526990,0.926819,1000.000000,0,0,0,,0.876425,0.019437,0.000000,-0.000000,-0.046341,0.000000,-0.004189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534863.439570,2,9,0.868158,-0.279834,0.868158,-0.559668,0.206932,0.337198,2.670831,-0.187888,0.867065,-0.520913,1000.000000,0,0,0,,1.132614,0.064852,0.000000,-0.000000,-0.026046,0.000000,-0.006716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534863.630140,2,10,0.905647,-0.580314,0.905647,-1.160627,0.179422,0.495032,2.511385,-0.001005,0.894203,-1.104125,1000.000000,0,0,0,,1.154653,0.079723,0.000000,-0.000000,-0.055206,0.000000,-0.006384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534863.811580,2,11,0.990395,0.156223,0.990395,0.312446,0.169710,0.677153,2.329038,-0.002360,0.988330,0.299325,1000.000000,0,0,0,,1.253624,0.091174,0.000000,-0.000000,-0.014966,0.000000,-0.015578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534863.994068,2,12,0.996336,-0.861586,0.996336,-1.723172,0.171607,0.851855,2.154989,0.235797,0.972101,-1.720560,1000.000000,0,0,0,,1.131099,0.087025,0.000000,-0.000000,-0.086028,0.000000,-0.020416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534864.172086,2,13,0.941067,-0.542197,0.941067,-1.084394,0.215020,1.013320,1.998282,0.469935,0.927136,-1.091101,1000.000000,0,0,0,,1.047796,0.078353,0.000000,-0.000000,-0.054555,0.000000,-0.006940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534864.354961,2,14,0.859248,0.939184,0.859248,1.878367,0.258505,1.161921,1.856168,0.273098,0.845715,1.783110,1000.000000,0,0,0,,1.017844,0.071057,0.000000,-0.000000,-0.089156,0.000000,-0.030446,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534864.534188,2,15,0.944805,-0.067171,0.944805,-0.134342,0.273537,1.324725,1.697460,0.258550,0.943543,-0.138104,1000.000000,0,0,0,,1.178832,0.079354,0.000000,-0.000000,-0.006905,0.000000,-0.020983,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534864.723781,2,16,0.724225,0.496005,0.724225,0.992011,0.279184,1.467416,1.557805,0.134013,0.724782,0.911190,1000.000000,0,0,0,,1.036389,0.069827,0.000000,-0.000000,-0.045560,0.000000,-0.013469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534864.904198,2,17,0.976526,0.066409,0.976526,0.132817,0.261324,1.627871,1.396792,0.055139,0.975258,0.136530,1000.000000,0,0,0,,1.245918,0.080506,0.000000,-0.000000,-0.006827,0.000000,-0.011115,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534865.083774,2,18,0.970986,0.940228,0.970986,1.880456,0.219746,1.794892,1.224979,-0.222510,0.946412,1.889594,1000.000000,0,0,0,,1.112951,0.085907,0.000000,-0.000000,-0.094480,0.000000,-0.017532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534865.265242,2,19,0.991121,-0.869205,0.991121,-1.738409,0.153379,1.950645,1.060505,-0.140662,0.968787,-1.741901,1000.000000,0,0,0,,1.128357,0.082237,0.000000,-0.000000,-0.087095,0.000000,-0.036390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534865.446766,2,20,0.934291,-0.135123,0.934291,-0.270247,0.114241,2.114589,0.892750,-0.080004,0.934796,-0.247562,1000.000000,0,0,0,,1.213414,0.083877,0.000000,-0.000000,-0.012378,0.000000,-0.015250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534865.634398,2,21,0.890831,-0.911958,0.890831,-1.823917,0.101557,2.272302,0.734750,0.218043,0.868200,-1.822173,1000.000000,0,0,0,,1.066299,0.079000,0.000000,-0.000000,-0.091109,0.000000,-0.015971,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534865.815951,2,22,0.940262,-0.518976,0.940262,-1.037952,0.136459,2.441643,0.574790,0.543150,0.926967,-1.044696,1000.000000,0,0,0,,1.009180,0.079980,0.000000,-0.000000,-0.052235,0.000000,-0.008354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534865.995938,2,23,0.971377,0.958807,0.971377,1.917614,0.173623,2.603962,0.432425,0.483049,0.946721,1.920721,1000.000000,0,0,0,,0.979669,0.071182,0.000000,-0.000000,-0.096036,0.000000,-0.029867,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534866.175301,2,24,0.999211,0.628338,0.999211,1.256675,0.164034,2.779769,0.274607,0.477075,0.984575,1.234741,1000.000000,1,1,0,success,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534866.607478,3,1,0.991142,0.372204,0.991142,0.744408,0.026466,0.000231,2.999886,1.577473,0.389049,0.014036,1000.000000,0,0,0,,-0.006246,0.000020,0.000000,-0.000000,-0.000702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534866.788270,3,2,-0.546492,0.997710,-0.546492,1.995421,0.056822,-0.000506,3.001044,1.491198,-0.430863,1.447102,6.795041,0,0,0,,-0.073668,-0.000579,0.000000,-0.000000,-0.072355,0.000000,-0.027886,0.000000,11.738260,11.738260,11.738260,11.738260,11.738260,8.461206,6.960376,6.795041,6.960680,8.462441,11.738260,11.738260,11.738260,11.738260,11.738260
1774534866.969141,3,3,0.998888,0.238825,0.998888,0.477650,0.040209,0.014607,2.985663,1.145302,0.062642,2.837984,5.794959,0,0,0,,0.098337,0.007691,0.000000,-0.000000,-0.141899,0.000000,-0.030631,0.000000,6.161065,5.794959,5.818918,6.642393,9.699791,11.706843,11.706843,11.706843,11.706843,11.706843,11.706843,11.706843,11.706843,11.706843,7.934808
1774534867.148575,3,4,0.999444,0.194907,0.999444,0.389815,0.076715,0.096371,2.904642,0.784255,0.773070,1.256132,1000.000000,0,0,0,,0.729930,0.040511,0.000000,-0.000000,-0.062807,0.000000,-0.000884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534867.335258,3,5,0.864348,0.981441,0.864348,1.962883,0.162518,0.220964,2.783784,0.498669,0.836836,1.980353,1000.000000,0,0,0,,0.912217,0.060429,0.000000,-0.000000,-0.099018,0.000000,-0.017082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534867.519354,3,6,0.498031,0.725041,0.498031,1.450082,0.193272,0.319519,2.687440,0.220461,0.495876,1.585179,1000.000000,0,0,0,,0.835925,0.048172,0.000000,-0.000000,-0.079259,0.000000,-0.008791,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534867.698535,3,7,0.349090,0.529541,0.349090,1.059082,0.196242,0.384680,2.622672,0.025466,0.347369,0.967996,1000.000000,0,0,0,,0.786744,0.032384,0.000000,-0.000000,-0.048400,0.000000,-0.005399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534867.879373,3,8,0.805755,-0.662379,0.805755,-1.324758,0.184978,0.482224,2.524562,-0.023109,0.717442,-0.800823,1000.000000,0,0,0,,1.010799,0.049055,0.000000,-0.000000,-0.040041,0.000000,-0.028405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534868.059820,3,9,0.459397,-0.001067,0.459397,-0.002134,0.179885,0.573411,2.433248,0.024894,0.457658,0.006698,1000.000000,0,0,0,,0.902956,0.045657,0.000000,-0.000000,-0.000335,0.000000,-0.016690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774534868.238749,3,10,0.889631,0.388989,0.889631,0.777979,0.168165,0.697915,2.308219,-0.052274,0.887605,0.724380,1000.000000,0,0,0,,1.145208,0.062514,0.000000,-0.000000,-0.036219,0.000000,-0.012103,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
