t_wall,episode,step,raw_action_0,raw_action_1,cmd_linear_x,cmd_angular_z,pos_x,pos_y,goal_distance,goal_angle,linear_x,angular_z,lidar_min,lidar_front_min,done,terminated,truncated,terminal_reason,reward_total,reward_progress,reward_direction,reward_safe,reward_risk,reward_front_safe,reward_front_risk,reward_turn,reward_stop,reward_smooth,reward_terminal,lidar_feat_0,lidar_feat_1,lidar_feat_2,lidar_feat_3,lidar_feat_4,lidar_feat_5,lidar_feat_6,lidar_feat_7,lidar_feat_8,lidar_feat_9,lidar_feat_10,lidar_feat_11,lidar_feat_12,lidar_feat_13,lidar_feat_14
1777061077.843744,2,14,0.975293,-0.171316,0.987646,-0.085658,4.698160,3.861083,14.145358,-0.353130,0.988108,-0.077837,3.266930,6.359300,0,0,0,,0.226239,0.000000,0.000000,0.100000,-0.090737,0.000000,-0.000000,-0.003892,0.000000,-0.000061,0.000000,3.964386,3.583681,3.266930,3.267213,3.599955,4.969138,11.139849,9.450726,5.842145,4.835632,4.732798,4.861571,4.325016,3.775937,3.757874
1777061078.003137,2,15,0.976201,-0.166285,0.988101,-0.083143,4.648954,4.011158,13.996940,-0.344911,0.988560,-0.075496,3.298722,6.360260,0,0,0,,0.360631,0.000000,0.000000,0.100000,-0.089904,0.000000,-0.000000,-0.003775,0.000000,-0.000030,0.000000,4.052722,3.631082,3.298875,3.298722,3.622514,4.974195,10.976176,9.512712,5.835258,4.811008,4.701069,4.820485,4.452007,3.872853,3.851240
1777061078.153341,2,16,0.976702,-0.166919,0.988351,-0.083459,4.601527,4.161862,13.848036,-0.336795,0.988805,-0.075721,3.360486,6.364186,0,0,0,,0.445162,0.000000,0.000000,0.100000,-0.088273,0.000000,-0.000000,-0.003786,0.000000,-0.000006,0.000000,4.230972,3.725036,3.361527,3.360486,3.665591,4.983644,10.677567,9.641879,5.823409,4.764133,4.639647,4.742061,4.710140,4.068476,4.038944
1777061078.314165,2,17,0.977538,-0.162117,0.988769,-0.081059,4.555871,4.313174,13.698653,-0.328846,0.989222,-0.073446,3.390011,6.368050,0,0,0,,0.450800,0.000000,0.000000,0.100000,-0.087542,0.000000,-0.000000,-0.003672,0.000000,-0.000028,0.000000,4.319781,3.771389,3.391942,3.390011,3.686116,4.987229,10.536311,9.711787,5.819103,4.742024,4.610154,4.704515,4.841689,4.167235,4.133210
1777061078.463872,2,18,0.977983,-0.163523,0.988992,-0.081761,4.514654,4.455545,13.558199,-0.321433,0.989447,-0.074042,3.447260,6.377676,0,0,0,,0.426215,0.000000,0.000000,0.100000,-0.086107,0.000000,-0.000000,-0.003702,0.000000,-0.000009,0.000000,4.498147,3.862718,3.451245,3.447260,3.725692,4.993913,10.277329,9.856905,5.812308,4.700060,4.552855,4.632952,5.108929,4.366536,4.322307
1777061078.624122,2,19,0.978691,-0.160104,0.989345,-0.080052,4.472383,4.607940,13.407952,-0.313608,0.989805,-0.072413,3.474559,6.384753,0,0,0,,0.461695,0.000000,0.000000,0.100000,-0.085462,0.000000,-0.000000,-0.003621,0.000000,-0.000021,0.000000,4.586513,3.907656,3.479892,3.474559,3.744253,4.995893,10.153611,9.936211,5.810783,4.680433,4.525222,4.598696,5.245275,4.467182,4.417320
1777061078.778490,2,20,0.979072,-0.161840,0.989536,-0.080920,4.434328,4.751277,13.266713,-0.306260,0.990001,-0.073166,3.527939,6.401342,0,0,0,,0.436401,0.000000,0.000000,0.100000,-0.084185,0.000000,-0.000000,-0.003658,0.000000,-0.000011,0.000000,4.765736,3.997164,3.536547,3.527939,3.780418,4.999143,9.920198,10.102298,5.809921,4.643460,4.472182,4.533468,5.362653,4.670322,4.607746
1777061078.933944,2,21,0.979720,-0.154909,0.989860,-0.077454,4.395415,4.904653,13.115655,-0.298654,0.990332,-0.069921,3.578114,6.422381,0,0,0,,0.472316,0.000000,0.000000,0.100000,-0.083032,0.000000,-0.000000,-0.003496,0.000000,-0.000038,0.000000,4.945641,4.085319,3.590686,3.578114,3.814137,5.000420,9.704062,10.282505,5.812850,4.609715,4.421765,4.472359,5.253824,4.876021,4.798932
1777061079.095733,2,22,0.980387,-0.142609,0.990193,-0.071305,4.358153,5.058496,12.964204,-0.291776,0.990673,-0.064204,3.602289,6.432565,0,0,0,,0.476979,0.000000,0.000000,0.100000,-0.082504,0.000000,-0.000000,-0.003210,0.000000,-0.000065,0.000000,5.036230,4.128194,3.617061,3.602289,3.830405,5.001746,9.609259,10.370821,5.814260,4.593635,4.397525,4.443507,5.202963,4.979571,4.894977
1777061079.254390,2,23,0.980718,-0.140823,0.990359,-0.070412,4.324626,5.203092,12.821912,-0.285701,0.990845,-0.063341,3.648968,6.451279,0,0,0,,0.450676,0.000000,0.000000,0.100000,-0.081462,0.000000,-0.000000,-0.003167,0.000000,-0.000011,0.000000,5.218747,4.211258,3.668164,3.648968,3.862802,5.006344,9.441043,10.544654,5.816233,4.562707,4.351192,4.388951,5.107997,5.187812,5.087269
1777061079.415774,2,24,0.981205,-0.132699,0.990603,-0.066349,4.288232,5.367369,12.660314,-0.279221,0.991096,-0.059551,3.671092,6.461764,0,0,0,,0.516608,0.000000,0.000000,0.100000,-0.080992,0.000000,-0.000000,-0.002978,0.000000,-0.000043,0.000000,5.310277,4.252168,3.693023,3.671092,3.878069,5.008124,9.361732,10.634987,5.818213,4.548209,4.328738,4.362974,5.062765,5.292735,5.183739
1777061079.577122,2,25,0.981459,-0.132193,0.990729,-0.066097,4.257471,5.512641,12.517457,-0.273740,0.991229,-0.059285,3.714154,6.481683,0,0,0,,0.458747,0.000000,0.000000,0.100000,-0.080064,0.000000,-0.000000,-0.002964,0.000000,-0.000004,0.000000,5.494437,4.331548,3.741411,3.714154,3.908314,5.012931,9.220348,10.812344,5.821742,4.520410,4.286013,4.313739,4.977879,5.503654,5.376987
1777061079.726757,2,26,0.981810,-0.125414,0.990905,-0.062707,4.224116,5.677623,12.355265,-0.267833,0.991412,-0.056122,3.754876,6.503895,0,0,0,,0.524940,0.000000,0.000000,0.100000,-0.079210,0.000000,-0.000000,-0.002806,0.000000,-0.000036,0.000000,5.680287,4.409436,3.787746,3.754876,3.936756,5.016778,9.088844,10.997860,5.827365,4.494861,4.245253,4.267636,4.898386,5.716478,5.570734
1777061079.886384,2,27,0.982094,-0.119061,0.991047,-0.059530,4.197790,5.813741,12.221482,-0.263400,0.991558,-0.053156,3.774056,6.514518,0,0,0,,0.398175,0.000000,0.000000,0.100000,-0.078819,0.000000,-0.000000,-0.002658,0.000000,-0.000033,0.000000,5.772294,4.446624,3.809929,3.774056,3.950586,5.019127,9.029844,11.089049,5.829982,4.482630,4.225893,4.245786,4.861043,5.823353,5.667874
1777061080.046664,2,28,0.982220,-0.118469,0.991110,-0.059235,4.168912,5.969548,12.068384,-0.258519,0.991624,-0.052833,3.811755,6.536330,0,0,0,,0.377222,0.000000,0.000000,0.100000,-0.078045,0.000000,-0.000000,-0.002642,0.000000,-0.000004,0.000000,5.958825,4.520003,3.853612,3.811755,3.977259,5.023697,8.919777,11.273704,5.835920,4.459475,4.188361,4.204201,4.790171,6.038220,5.862362
1777061080.197264,2,29,0.982383,-0.113040,0.991192,-0.056520,4.141305,6.125598,11.915078,-0.253872,0.991708,-0.050282,3.829625,6.548240,0,0,0,,0.271335,0.000000,0.000000,0.100000,-0.077687,0.000000,-0.000000,-0.002514,0.000000,-0.000028,0.000000,6.052299,4.556449,3.874731,3.829625,3.989998,5.025508,8.866651,11.369792,5.839758,4.448683,4.170485,4.184394,4.756310,6.146328,5.959756
1777061080.356896,2,30,0.982458,-0.112505,0.991229,-0.056252,4.116535,6.272097,11.771182,-0.249698,0.991749,-0.049991,3.864035,6.572057,0,0,0,,0.094481,0.000000,0.000000,0.100000,-0.076998,0.000000,-0.000000,-0.002500,0.000000,-0.000003,0.000000,6.239933,4.626329,3.915406,3.864035,4.014595,5.029252,8.768296,11.562314,5.847715,4.428216,4.136018,4.146758,4.692217,6.363471,6.154933
1777061080.517673,2,31,0.982524,-0.106190,0.991262,-0.053095,4.091277,6.428561,11.617520,-0.245517,0.991784,-0.047034,3.880587,6.585051,0,0,0,,-0.023092,0.000000,0.000000,0.100000,-0.076673,0.000000,-0.000000,-0.002352,0.000000,-0.000032,0.000000,6.334876,4.661233,3.935462,3.880587,4.026310,5.030608,8.720364,11.662811,5.852611,4.418746,4.119540,4.128844,4.661555,6.472706,6.252513
1777061080.678242,2,32,0.982549,-0.105069,0.991275,-0.052535,4.067166,6.585210,11.463700,-0.241589,0.991800,-0.046474,3.912042,6.609740,0,0,0,,-0.164931,0.000000,0.000000,0.100000,-0.076057,0.000000,-0.000000,-0.002324,0.000000,-0.000006,0.000000,6.523661,4.727917,3.973731,3.912042,4.049048,5.034010,8.633829,11.859241,5.861742,4.400582,4.088028,4.094878,4.603886,6.558144,6.448320
1777061080.827960,2,33,0.982608,-0.096854,0.991304,-0.048427,4.044169,6.742031,11.309733,-0.238036,0.991831,-0.042644,3.941765,6.634670,0,0,0,,-0.300144,0.000000,0.000000,0.100000,-0.075486,0.000000,-0.000000,-0.002132,0.000000,-0.000041,0.000000,6.712225,4.791852,4.010114,3.941765,4.070514,5.037240,8.554812,11.856417,5.871395,4.383792,4.058216,4.063171,4.550176,6.440847,6.643976
1777061080.987838,2,34,0.982739,-0.094282,0.991370,-0.047141,4.023551,6.889194,11.165267,-0.235070,0.991900,-0.041422,3.956066,6.646352,0,0,0,,-0.414371,0.000000,0.000000,0.100000,-0.075219,0.000000,-0.000000,-0.002071,0.000000,-0.000014,0.000000,6.807337,4.823057,4.027877,3.956066,4.081091,5.039224,8.518814,11.762940,5.875789,4.375703,4.044056,4.048131,4.524924,6.386329,6.742053
1777061081.139919,2,35,0.982806,-0.099090,0.991403,-0.049545,4.002540,7.046311,11.011050,-0.231794,0.991935,-0.043601,3.983264,6.672796,0,0,0,,-0.380750,0.000000,0.000000,0.100000,-0.074708,0.000000,-0.000000,-0.002180,0.000000,-0.000024,0.000000,6.997719,4.884032,4.061997,3.983264,4.100811,5.041667,8.446308,11.760508,5.887005,4.361027,4.016661,4.019439,4.476165,6.280707,6.938385
1777061081.301493,2,36,0.982927,-0.095869,0.991463,-0.047935,3.983791,7.193740,10.866352,-0.228715,0.991998,-0.042079,3.996414,6.688061,0,0,0,,-0.411800,0.000000,0.000000,0.100000,-0.074467,0.000000,-0.000000,-0.002104,0.000000,-0.000017,0.000000,7.092947,4.914581,4.078733,3.996414,4.110100,5.041962,8.408687,11.858064,5.894187,4.354553,4.003609,4.005795,4.452559,6.229227,7.036490
1777061081.460516,2,37,0.982998,-0.090691,0.991499,-0.045346,3.964775,7.351127,10.711891,-0.225750,0.992037,-0.039654,3.978856,6.718055,0,0,0,,-0.349442,0.000000,0.000000,0.100000,-0.074798,0.000000,-0.000000,-0.001983,0.000000,-0.000026,0.000000,7.284938,4.973857,4.111064,4.021262,4.128024,5.042726,8.338797,11.864982,5.908414,4.342384,3.978856,3.979999,4.408027,6.132742,7.233221
1777061081.611497,2,38,0.983111,-0.085799,0.991556,-0.042900,3.946716,7.508635,10.557324,-0.223170,0.992096,-0.037364,3.966928,6.732737,0,0,0,,-0.241420,0.000000,0.000000,0.100000,-0.075028,0.000000,-0.000000,-0.001868,0.000000,-0.000025,0.000000,7.379762,5.002304,4.126513,4.033123,4.136581,5.043185,8.306369,11.776426,5.915422,4.336659,3.966928,3.967805,4.387031,6.087542,7.331660
1777061081.770889,2,39,0.983187,-0.088924,0.991593,-0.044462,3.930616,7.656400,10.412329,-0.220789,0.992136,-0.038773,3.944346,6.761909,0,0,0,,-0.177024,0.000000,0.000000,0.100000,-0.075460,0.000000,-0.000000,-0.001939,0.000000,-0.000016,0.000000,7.571795,5.057101,4.156250,4.055775,4.152972,5.044059,8.245321,11.730876,5.929525,4.325964,3.944346,3.944717,4.347278,6.002343,7.528350
1777061081.933092,2,40,0.983299,-0.086155,0.991650,-0.043077,3.914344,7.814120,10.257575,-0.218288,0.992195,-0.037462,3.933670,6.778615,0,0,0,,-0.048203,0.000000,0.000000,0.100000,-0.075669,0.000000,-0.000000,-0.001873,0.000000,-0.000014,0.000000,7.667837,5.084636,4.170633,4.066346,4.160526,5.043602,8.213189,11.822088,5.938183,4.321438,3.933670,3.933784,4.328000,5.960601,7.626907
1777061082.088564,2,41,0.983370,-0.080284,0.991685,-0.040142,3.897109,7.991670,10.083371,-0.215898,0.992233,-0.034718,3.913196,6.811149,0,0,0,,0.117839,0.000000,0.000000,0.100000,-0.076068,0.000000,-0.000000,-0.001736,0.000000,-0.000030,0.000000,7.860435,5.137528,4.198428,4.086757,4.175121,5.042893,8.153534,11.915442,5.955105,4.312994,3.913565,3.913196,4.291754,5.882538,7.824200
1777061082.245977,2,42,0.983477,-0.070782,0.991739,-0.035391,3.884420,8.129841,9.947818,-0.214649,0.992288,-0.030312,3.894201,6.838819,0,0,0,,0.067358,0.000000,0.000000,0.100000,-0.076444,0.000000,-0.000000,-0.001516,0.000000,-0.000048,0.000000,8.053929,5.186095,4.224334,4.105929,4.189227,5.043746,8.104566,11.978933,5.968904,4.304555,3.894993,3.894201,4.259082,5.813528,8.021317
1777061082.396388,2,43,0.983569,-0.063631,0.991785,-0.031816,3.871433,8.277942,9.802542,-0.213831,0.992336,-0.026991,3.885224,6.850308,0,0,0,,0.176611,0.000000,0.000000,0.100000,-0.076624,0.000000,-0.000000,-0.001350,0.000000,-0.000036,0.000000,8.151010,5.208629,4.236348,4.114883,4.196102,5.044909,8.084412,11.880390,5.974262,4.300191,3.886202,3.885224,4.244039,5.782380,8.120034
1777061082.557556,2,44,0.983654,-0.067391,0.991827,-0.033695,3.859023,8.426100,9.657238,-0.213100,0.992380,-0.028702,3.868005,6.872202,0,0,0,,0.250417,0.000000,0.000000,0.100000,-0.076968,0.000000,-0.000000,-0.001435,0.000000,-0.000019,0.000000,8.345508,5.252059,4.259732,4.132081,4.209345,5.047391,8.047213,11.682554,5.984396,4.291815,3.869476,3.868005,4.215567,5.723793,8.317721
1777061082.717952,2,45,0.983790,-0.072680,0.991895,-0.036340,3.846456,8.584200,9.502209,-0.212035,0.992450,-0.031114,3.859708,6.885620,0,0,0,,0.346297,0.000000,0.000000,0.100000,-0.077139,0.000000,-0.000000,-0.001556,0.000000,-0.000027,0.000000,8.442708,5.274024,4.271209,4.140343,4.215485,5.047660,8.026110,11.583721,5.991277,4.288404,3.861551,3.859708,4.201554,5.694401,8.416512
1777061082.876865,2,46,0.983889,-0.075136,0.991944,-0.037568,3.834634,8.742366,9.347130,-0.210739,0.992502,-0.032220,3.844025,6.918928,0,0,0,,0.381267,0.000000,0.000000,0.100000,-0.077458,0.000000,-0.000000,-0.001611,0.000000,-0.000013,0.000000,8.636972,5.318951,4.293842,4.156124,4.226670,5.045804,7.977391,11.386268,6.009739,4.283482,3.846665,3.844025,4.173842,5.634840,8.613927
1777061083.037163,2,47,0.984045,-0.076407,0.992023,-0.038203,3.823587,8.900600,9.191995,-0.209354,0.992582,-0.032778,3.836678,6.937493,0,0,0,,0.414144,0.000000,0.000000,0.100000,-0.077613,0.000000,-0.000000,-0.001639,0.000000,-0.000007,0.000000,8.734144,5.341738,4.305037,4.163429,4.231803,5.044151,7.951668,11.287655,6.020397,4.281722,3.839725,3.836678,4.160441,5.605611,8.712786
1777061083.197821,2,48,0.984160,-0.076331,0.992080,-0.038165,3.812712,9.068793,9.027101,-0.207888,0.992642,-0.032713,3.822824,6.978111,0,0,0,,0.478085,0.000000,0.000000,0.100000,-0.077899,0.000000,-0.000000,-0.001636,0.000000,-0.000001,0.000000,8.928631,5.386433,4.326462,4.177249,4.241170,5.039558,7.898162,11.089461,6.044333,4.279547,3.826875,3.822824,4.134662,5.548587,8.910848
1777061083.357078,2,49,0.984330,-0.074837,0.992165,-0.037419,3.803853,9.217257,8.881555,-0.206701,0.992729,-0.032001,3.810117,7.021274,0,0,0,,0.441074,0.000000,0.000000,0.100000,-0.078165,0.000000,-0.000000,-0.001600,0.000000,-0.000008,0.000000,9.123446,5.430091,4.346867,4.189932,4.249440,5.033980,7.844853,10.891602,6.070298,4.278756,3.815390,3.810117,4.110631,5.494718,9.108527
1777061083.519427,2,50,0.984490,-0.072473,0.992245,-0.036237,3.795145,9.375674,8.726254,-0.205624,0.992812,-0.030883,3.804278,7.043352,0,0,0,,0.498778,0.000000,0.000000,0.100000,-0.078292,0.000000,-0.000000,-0.001544,0.000000,-0.000013,0.000000,9.221000,5.451254,4.356595,4.195794,4.253234,5.030948,7.818332,10.792785,6.083722,4.278784,3.810146,3.804278,4.099329,5.469176,9.207458
1777061083.680054,2,51,0.984611,-0.070460,0.992306,-0.035230,3.787178,9.534142,8.570912,-0.204763,0.992875,-0.029929,3.793581,7.087417,0,0,0,,0.514028,0.000000,0.000000,0.100000,-0.078517,0.000000,-0.000000,-0.001496,0.000000,-0.000011,0.000000,9.417421,5.491994,4.375082,4.206563,4.260209,5.024721,7.767865,10.594639,6.110703,4.279451,3.800600,3.793581,4.078256,5.421276,9.405627
1777061083.838862,2,52,0.984766,-0.067291,0.992383,-0.033646,3.779495,9.702564,8.405821,-0.204129,0.992955,-0.028442,3.788527,7.109838,0,0,0,,0.545692,0.000000,0.000000,0.100000,-0.078629,0.000000,-0.000000,-0.001422,0.000000,-0.000017,0.000000,9.515278,5.511580,4.383815,4.211540,4.263337,5.021420,7.743136,10.495484,6.124555,4.280166,3.796288,3.788527,4.068386,5.398617,9.504856
1777061083.990890,2,53,0.984886,-0.064707,0.992443,-0.032354,3.773351,9.851211,8.260128,-0.203830,0.993017,-0.027228,3.779355,7.153153,0,0,0,,0.482167,0.000000,0.000000,0.100000,-0.078824,0.000000,-0.000000,-0.001361,0.000000,-0.000014,0.000000,9.710354,5.548278,4.400109,4.220740,4.269053,5.015065,7.696948,10.297359,6.151399,4.281886,3.788506,3.779355,4.050243,5.356838,9.702770
1777061084.149543,2,54,0.985015,-0.061516,0.992508,-0.030758,3.767774,9.999890,8.114420,-0.203801,0.993084,-0.025736,3.771340,7.195552,0,0,0,,0.482073,0.000000,0.000000,0.100000,-0.078997,0.000000,-0.000000,-0.001287,0.000000,-0.000017,0.000000,9.907769,5.582816,4.415036,4.228770,4.274021,5.008697,7.653634,10.099426,6.177855,4.284171,3.781790,3.771340,4.033925,5.318896,9.900909
1777061084.309685,2,55,0.985126,-0.058336,0.992563,-0.029168,3.762415,10.158512,7.958993,-0.204077,0.993141,-0.024249,3.767739,7.216252,0,0,0,,0.513803,0.000000,0.000000,0.100000,-0.079077,0.000000,-0.000000,-0.001212,0.000000,-0.000016,0.000000,9.995329,5.598884,4.421926,4.232376,4.276244,5.005545,7.633113,10.000216,6.190830,4.285480,3.778804,3.767739,4.026426,5.301329,10.000087
1777061084.469856,2,56,0.985214,-0.056147,0.992607,-0.028074,3.757628,10.317160,7.803572,-0.204639,0.993187,-0.023220,3.761121,7.256348,0,0,0,,0.513736,0.000000,0.000000,0.100000,-0.079220,0.000000,-0.000000,-0.001161,0.000000,-0.000011,0.000000,10.107125,5.629480,4.434894,4.238952,4.280208,4.999373,7.594448,9.801711,6.216056,4.288342,3.773513,3.761121,4.012692,5.268922,10.198627
1777061084.621220,2,57,0.985277,-0.055471,0.992638,-0.027736,3.753390,10.475831,7.648165,-0.205400,0.993221,-0.022889,3.758112,7.276465,0,0,0,,0.513729,0.000000,0.000000,0.100000,-0.079286,0.000000,-0.000000,-0.001144,0.000000,-0.000004,0.000000,10.161553,5.644045,4.440948,4.241939,4.281927,4.996165,7.575558,9.702520,6.228797,4.290024,3.771205,3.758112,4.006330,5.253688,10.201983
1777061084.780982,2,58,0.985371,-0.052096,0.992685,-0.026048,3.749900,10.624603,7.502491,-0.206371,0.993269,-0.021316,3.752793,7.316558,0,0,0,,0.481978,0.000000,0.000000,0.100000,-0.079402,0.000000,-0.000000,-0.001066,0.000000,-0.000017,0.000000,10.266974,5.671638,4.452190,4.247295,4.284844,4.989570,7.538841,9.504240,6.254343,4.293820,3.767236,3.752793,3.994611,5.225186,10.082265
1777061084.941153,2,59,0.985495,-0.045076,0.992748,-0.022538,3.746651,10.783314,7.347135,-0.207919,0.993341,-0.018063,3.750468,7.335961,0,0,0,,0.513853,0.000000,0.000000,0.100000,-0.079457,0.000000,-0.000000,-0.000903,0.000000,-0.000036,0.000000,10.317367,5.684695,4.457427,4.249685,4.286104,4.986326,7.521492,9.405141,6.266756,4.295815,3.765546,3.750468,3.989299,5.212104,10.027272
1777061085.094593,2,60,0.985589,-0.040856,0.992794,-0.020428,3.743817,10.942045,7.191828,-0.210018,0.993394,-0.016095,3.746437,7.367316,0,0,0,,0.513917,0.000000,0.000000,0.100000,-0.079547,0.000000,-0.000000,-0.000805,0.000000,-0.000022,0.000000,10.399972,5.706171,4.466172,4.253652,4.288436,4.981433,7.494024,9.206937,6.286675,4.298786,3.762545,3.746437,3.980407,5.190576,9.938252
1777061085.251120,2,61,0.985674,-0.037041,0.992837,-0.018521,3.741341,11.100790,7.036591,-0.212586,0.993438,-0.014322,3.743061,7.394263,0,0,0,,0.513960,0.000000,0.000000,0.100000,-0.079622,0.000000,-0.000000,-0.000716,0.000000,-0.000020,0.000000,10.471337,5.724596,4.473661,4.257054,4.290443,4.977319,7.470957,9.008327,6.303780,4.301365,3.760042,3.743061,3.972927,5.172479,9.863944
1777061085.411086,2,62,0.985738,-0.034814,0.992869,-0.017407,3.739308,11.249623,6.891134,-0.215339,0.993471,-0.013283,3.741556,7.406607,0,0,0,,0.482256,0.000000,0.000000,0.100000,-0.079657,0.000000,-0.000000,-0.000664,0.000000,-0.000011,0.000000,10.503791,5.732911,4.477019,4.258577,4.291330,4.975433,7.460549,8.909048,6.311624,4.302586,3.758958,3.741556,3.969603,5.164401,9.830824
1777061085.571672,2,63,0.985792,-0.033428,0.992896,-0.016714,3.737421,11.408387,6.736077,-0.218577,0.993498,-0.012632,3.738825,7.429833,0,0,0,,0.514004,0.000000,0.000000,0.100000,-0.079717,0.000000,-0.000000,-0.000632,0.000000,-0.000007,0.000000,10.563892,5.748156,4.483106,4.261235,4.292828,4.971823,7.441219,8.710526,6.326428,4.305013,3.757102,3.738825,3.963625,5.149729,9.770540
1777061085.722462,2,64,0.985832,-0.032445,0.992916,-0.016222,3.735808,11.567158,6.581133,-0.222098,0.993519,-0.012167,3.737636,7.441245,0,0,0,,0.514028,0.000000,0.000000,0.100000,-0.079744,0.000000,-0.000000,-0.000608,0.000000,-0.000005,0.000000,10.592614,5.755393,4.485936,4.262421,4.293450,4.969978,7.431833,8.611278,6.333744,4.306313,3.756332,3.737636,3.960893,5.142892,9.742231
1777061085.881658,2,65,0.985876,-0.031198,0.992938,-0.015599,3.734534,11.716011,6.435986,-0.225675,0.993542,-0.011583,3.735594,7.463345,0,0,0,,0.482286,0.000000,0.000000,0.100000,-0.079790,0.000000,-0.000000,-0.000579,0.000000,-0.000006,0.000000,10.647050,5.768748,4.491054,4.264459,4.294430,4.966287,7.413854,8.412803,6.347983,4.309011,3.755083,3.735594,3.955952,5.130290,9.689651
1777061086.042545,2,66,0.985894,-0.030598,0.992947,-0.015299,3.733414,11.874792,6.281296,-0.229777,0.993552,-0.011295,3.734732,7.474230,0,0,0,,0.514074,0.000000,0.000000,0.100000,-0.079809,0.000000,-0.000000,-0.000565,0.000000,-0.000003,0.000000,10.672959,5.775028,4.493400,4.265332,4.294795,4.964398,7.405088,8.313575,6.355037,4.310441,3.754601,3.734732,3.953708,5.124424,9.664919
1777061086.203084,2,67,0.985928,-0.029416,0.992964,-0.014708,3.732534,12.033577,6.126757,-0.234196,0.993570,-0.010734,3.733310,7.495664,0,0,0,,0.514112,0.000000,0.000000,0.100000,-0.079841,0.000000,-0.000000,-0.000537,0.000000,-0.000006,0.000000,10.722423,5.786812,4.497680,4.266795,4.295282,4.960540,7.387987,8.115134,6.369007,4.313455,3.753909,3.733310,3.949656,5.113524,9.618426
1777061086.363000,2,68,0.985932,-0.028810,0.992966,-0.014405,3.731879,12.192365,5.972387,-0.238952,0.993572,-0.010436,3.732270,7.516492,0,0,0,,0.514150,0.000000,0.000000,0.100000,-0.079863,0.000000,-0.000000,-0.000522,0.000000,-0.000003,0.000000,10.768356,5.797497,4.501402,4.267894,4.295467,4.956630,7.371624,7.916709,6.382682,4.316630,3.753556,3.732270,3.946172,5.103738,9.575940
1777061086.513613,2,69,0.985925,-0.028336,0.992962,-0.014168,3.731442,12.351154,5.818202,-0.244043,0.993570,-0.010188,3.731886,7.526898,0,0,0,,0.514201,0.000000,0.000000,0.100000,-0.079871,0.000000,-0.000000,-0.000509,0.000000,-0.000002,0.000000,10.790614,5.802570,4.503102,4.268258,4.295445,4.954581,7.363420,7.817502,6.389554,4.318313,3.753506,3.731886,3.944608,5.099161,9.555739
1777061086.672685,2,70,0.985942,-0.027083,0.992971,-0.013541,3.731222,12.500019,5.673835,-0.249180,0.993578,-0.009556,3.731380,7.547151,0,0,0,,0.482515,0.000000,0.000000,0.100000,-0.079883,0.000000,-0.000000,-0.000478,0.000000,-0.000006,0.000000,10.832513,5.811924,4.506107,4.268735,4.295195,4.950495,7.347689,7.619096,6.403003,4.321766,3.753635,3.731380,3.941883,5.090811,9.518250
1777061086.833015,2,71,0.985916,-0.026739,0.992958,-0.013369,3.731175,12.658809,5.520061,-0.255082,0.993564,-0.009143,3.731252,7.519895,0,0,0,,0.514333,0.000000,0.000000,0.100000,-0.079885,0.000000,-0.000000,-0.000457,0.000000,-0.000002,0.000000,10.852076,5.816195,4.507414,4.268857,4.294977,4.948471,7.340191,7.519895,6.409492,4.323506,3.753803,3.731252,3.940725,5.087066,9.501109
1777061086.992444,2,72,0.985921,-0.025627,0.992961,-0.012814,3.731307,12.817597,5.366534,-0.261187,0.993545,-0.011198,3.731213,7.321355,0,0,0,,0.514161,0.000000,0.000000,0.100000,-0.079884,0.000000,-0.000000,-0.000560,0.000000,-0.000006,0.000000,10.890827,5.824463,4.509810,4.268896,4.294331,4.944167,7.324800,7.321355,6.423045,4.327289,3.754368,3.731213,3.938616,5.079805,9.467169
1777061087.143309,2,73,0.985883,-0.024842,0.992941,-0.012421,3.731695,12.976380,5.213257,-0.266788,0.993546,-0.014401,3.731449,7.122749,0,0,0,,0.513902,0.000000,0.000000,0.100000,-0.079879,0.000000,-0.000000,-0.000720,0.000000,-0.000004,0.000000,10.958997,5.838694,4.513768,4.268689,4.292908,4.936236,7.297204,7.122749,6.447553,4.334323,3.755682,3.731449,3.935256,5.067533,9.408928
1777061087.303370,2,74,0.985849,-0.018249,0.992925,-0.009124,3.732411,13.125238,5.069775,-0.272334,0.993530,-0.011194,3.731701,7.023465,0,0,0,,0.482202,0.000000,0.000000,0.100000,-0.079872,0.000000,-0.000000,-0.000560,0.000000,-0.000033,0.000000,10.997173,5.846465,4.515759,4.268393,4.291942,4.931671,7.203393,7.023465,6.461665,4.338500,3.756625,3.731701,3.933604,5.060996,9.377274
1777061087.463308,2,75,0.985858,-0.004647,0.992929,-0.002324,3.733479,13.284016,4.916994,-0.279470,0.993534,-0.004888,3.732717,6.824955,0,0,0,,0.514231,0.000000,0.000000,0.100000,-0.079851,0.000000,-0.000000,-0.000244,0.000000,-0.000068,0.000000,11.049464,5.856513,4.517913,4.267339,4.289934,4.924476,7.003169,6.824955,6.482595,4.345109,3.758610,3.732717,3.932002,5.052810,9.335161
1777061087.615422,2,76,0.985806,0.017936,0.992903,0.008968,3.734692,13.442792,4.764567,-0.288510,0.993508,0.005536,3.733424,6.725716,0,0,0,,0.514212,0.000000,0.000000,0.100000,-0.079834,0.000000,-0.000000,-0.000277,0.000000,-0.000113,0.000000,11.058772,5.857865,4.517817,4.266629,4.289031,4.922462,6.902009,6.725716,6.487703,4.347027,3.759516,3.733424,3.932208,5.051842,9.327971
