t_wall,episode,step,raw_action_0,raw_action_1,cmd_linear_x,cmd_angular_z,pos_x,pos_y,goal_distance,goal_angle,linear_x,angular_z,lidar_min,lidar_front_min,done,terminated,truncated,terminal_reason,reward_total,reward_progress,reward_direction,reward_safe,reward_risk,reward_front_safe,reward_front_risk,reward_turn,reward_stop,reward_smooth,reward_terminal,lidar_feat_0,lidar_feat_1,lidar_feat_2,lidar_feat_3,lidar_feat_4,lidar_feat_5,lidar_feat_6,lidar_feat_7,lidar_feat_8,lidar_feat_9,lidar_feat_10,lidar_feat_11,lidar_feat_12,lidar_feat_13,lidar_feat_14
1777061063.261740,1,58,0.985365,-0.052812,0.992683,-0.026406,3.750190,10.635520,7.491707,-0.206529,0.993267,-0.021646,3.753564,7.313931,0,0,0,,0.513738,0.000000,0.000000,0.100000,-0.079386,0.000000,-0.000000,-0.001082,0.000000,-0.000014,0.000000,10.257485,5.668914,4.450910,4.246539,4.284273,4.989703,7.541206,9.513147,6.252815,4.293896,3.767898,3.753564,3.995923,5.227969,10.092829
1777061063.421314,1,59,0.985497,-0.045453,0.992748,-0.022727,3.746955,10.794232,7.336355,-0.208049,0.993342,-0.018236,3.749065,7.350662,0,0,0,,0.513834,0.000000,0.000000,0.100000,-0.079487,0.000000,-0.000000,-0.000912,0.000000,-0.000037,0.000000,10.352814,5.693648,4.460874,4.251038,4.286730,4.983692,7.508509,9.314949,6.276269,4.297588,3.764603,3.749065,3.985751,5.203040,9.988477
1777061063.572534,1,60,0.985602,-0.039633,0.992801,-0.019816,3.744137,10.952963,7.181052,-0.210196,0.993400,-0.015531,3.747113,7.366421,0,0,0,,0.513973,0.000000,0.000000,0.100000,-0.079533,0.000000,-0.000000,-0.000777,0.000000,-0.000030,0.000000,10.394173,5.704349,4.465203,4.252976,4.287848,4.981194,7.494771,9.215859,6.286301,4.299133,3.763165,3.747113,3.981385,5.192409,9.944427
1777061063.732575,1,61,0.985679,-0.036862,0.992840,-0.018431,3.741813,11.101787,7.035521,-0.212645,0.993440,-0.014240,3.743696,7.392756,0,0,0,,0.482254,0.000000,0.000000,0.100000,-0.079609,0.000000,-0.000000,-0.000712,0.000000,-0.000014,0.000000,10.464868,5.722675,4.472700,4.256430,4.289925,4.977233,7.472205,9.017264,6.302979,4.301566,3.760608,3.743696,3.973920,5.174454,9.870938
1777061063.883782,1,62,0.985739,-0.034930,0.992869,-0.017465,3.739639,11.260542,6.880371,-0.215583,0.993471,-0.013336,3.742181,7.405228,0,0,0,,0.514039,0.000000,0.000000,0.100000,-0.079644,0.000000,-0.000000,-0.000667,0.000000,-0.000010,0.000000,10.497657,5.731084,4.476099,4.257959,4.290817,4.975329,7.461675,8.917983,6.310903,4.302794,3.759505,3.742181,3.970549,5.166267,9.837370
1777061064.044368,1,63,0.985796,-0.033402,0.992898,-0.016701,3.737865,11.409384,6.735010,-0.218627,0.993501,-0.012620,3.739419,7.428434,0,0,0,,0.482281,0.000000,0.000000,0.100000,-0.079705,0.000000,-0.000000,-0.000631,0.000000,-0.000008,0.000000,10.557846,5.746375,4.482215,4.260656,4.292346,4.971737,7.442337,8.720450,6.325686,4.305197,3.757620,3.739419,3.964532,5.151465,9.776597
1777061064.203787,1,64,0.985833,-0.032475,0.992917,-0.016237,3.736146,11.578078,6.570388,-0.222380,0.993520,-0.012181,3.738198,7.439937,0,0,0,,0.545814,0.000000,0.000000,0.100000,-0.079733,0.000000,-0.000000,-0.000609,0.000000,-0.000005,0.000000,10.586677,5.753594,4.485047,4.261850,4.292986,4.969891,7.432865,8.620206,6.333054,4.306490,3.756822,3.738198,3.961747,5.144579,9.748119
1777061064.364475,1,65,0.985882,-0.031158,0.992941,-0.015579,3.734875,11.726932,6.425250,-0.225972,0.993545,-0.011564,3.736117,7.462115,0,0,0,,0.482316,0.000000,0.000000,0.100000,-0.079779,0.000000,-0.000000,-0.000578,0.000000,-0.000007,0.000000,10.641257,5.767120,4.490245,4.263936,4.293996,4.966202,7.414804,8.421729,6.347334,4.309175,3.755538,3.736117,3.956745,5.131854,9.695080
1777061064.525145,1,66,0.985900,-0.030528,0.992950,-0.015264,3.733758,11.885713,6.270570,-0.230095,0.993555,-0.011262,3.734457,7.483698,0,0,0,,0.514091,0.000000,0.000000,0.100000,-0.079815,0.000000,-0.000000,-0.000563,0.000000,-0.000003,0.000000,10.692555,5.779464,4.494835,4.265620,4.294678,4.962434,7.397461,8.223275,6.361335,4.312047,3.754630,3.734457,3.952365,5.120344,9.646464
1777061064.684498,1,67,0.985910,-0.029924,0.992955,-0.014962,3.732880,12.044498,6.116045,-0.234514,0.993561,-0.010968,3.733777,7.494511,0,0,0,,0.514127,0.000000,0.000000,0.100000,-0.079830,0.000000,-0.000000,-0.000548,0.000000,-0.000003,0.000000,10.717096,5.785284,4.496931,4.266317,4.294890,4.960483,7.388918,8.125051,6.368393,4.313595,3.754315,3.733777,3.950369,5.114931,9.623290
1777061064.845852,1,68,0.985938,-0.028659,0.992969,-0.014330,3.732232,12.203285,5.961686,-0.239279,0.993576,-0.010365,3.732705,7.515707,0,0,0,,0.514179,0.000000,0.000000,0.100000,-0.079854,0.000000,-0.000000,-0.000518,0.000000,-0.000006,0.000000,10.764275,5.796271,4.500765,4.267457,4.295091,4.956479,7.372123,7.925632,6.382306,4.316816,3.753944,3.732705,3.946804,5.104937,9.579926
1777061064.995428,1,69,0.985932,-0.028065,0.992966,-0.014032,3.731801,12.362075,5.807513,-0.244407,0.993573,-0.010062,3.732308,7.526052,0,0,0,,0.514241,0.000000,0.000000,0.100000,-0.079863,0.000000,-0.000000,-0.000503,0.000000,-0.000003,0.000000,10.786316,5.801306,4.502460,4.267839,4.295082,4.954467,7.364024,7.826425,6.389134,4.318479,3.753880,3.732308,3.945230,5.100352,9.559731
1777061065.155515,1,70,0.985949,-0.026860,0.992974,-0.013430,3.731584,12.510940,5.663160,-0.249582,0.993582,-0.009451,3.731776,7.546105,0,0,0,,0.482547,0.000000,0.000000,0.100000,-0.079875,0.000000,-0.000000,-0.000473,0.000000,-0.000006,0.000000,10.828130,5.810667,4.505485,4.268341,4.294862,4.950439,7.348441,7.628016,6.402441,4.321874,3.753977,3.731776,3.942490,5.092012,9.522380
1777061065.314591,1,71,0.985922,-0.026579,0.992961,-0.013289,3.731537,12.669730,5.509402,-0.255524,0.993568,-0.009067,3.731569,7.429585,0,0,0,,0.514362,0.000000,0.000000,0.100000,-0.079878,0.000000,-0.000000,-0.000453,0.000000,-0.000002,0.000000,10.865461,5.818782,4.507944,4.268538,4.294404,4.946499,7.333899,7.429585,6.415057,4.325285,3.754345,3.731569,3.940296,5.084835,9.489397
1777061065.475279,1,72,0.985888,-0.026487,0.992944,-0.013244,3.731669,12.828517,5.355895,-0.261644,0.993531,-0.011501,3.731568,7.330293,0,0,0,,0.514174,0.000000,0.000000,0.100000,-0.079875,0.000000,-0.000000,-0.000575,0.000000,-0.000001,0.000000,10.885139,5.822964,4.509143,4.268540,4.294057,4.944268,7.326013,7.330293,6.421976,4.327229,3.754651,3.731568,3.939246,5.081175,9.472225
1777061065.635592,1,73,0.985889,-0.024884,0.992945,-0.012442,3.732060,12.987300,5.202638,-0.267252,0.993550,-0.014419,3.731782,7.131689,0,0,0,,0.513918,0.000000,0.000000,0.100000,-0.079872,0.000000,-0.000000,-0.000721,0.000000,-0.000008,0.000000,10.950814,5.836702,4.512955,4.268365,4.292719,4.936726,7.299707,7.131689,6.445370,4.333928,3.755880,3.731782,3.935998,5.069384,9.416337
1777061065.794977,1,74,0.985856,-0.018709,0.992928,-0.009355,3.732844,13.146082,5.049616,-0.273174,0.993533,-0.011402,3.731994,7.032397,0,0,0,,0.513970,0.000000,0.000000,0.100000,-0.079866,0.000000,-0.000000,-0.000570,0.000000,-0.000031,0.000000,10.991271,5.844989,4.515166,4.268102,4.291732,4.931856,7.212225,7.032397,6.460359,4.338326,3.756829,3.731994,3.934166,5.062303,9.382270
1777061065.955893,1,75,0.985868,-0.005209,0.992934,-0.002604,3.733948,13.304861,4.896872,-0.280334,0.993538,-0.005144,3.732958,6.833881,0,0,0,,0.514235,0.000000,0.000000,0.100000,-0.079846,0.000000,-0.000000,-0.000257,0.000000,-0.000068,0.000000,11.049605,5.856347,4.517716,4.267097,4.289675,4.924091,7.012389,6.833881,6.483358,4.345486,3.758870,3.732958,3.932208,5.052965,9.334966
1777061066.115437,1,76,0.985818,0.018015,0.992909,0.009007,3.735203,13.463637,4.744484,-0.289426,0.993513,0.005574,3.734464,6.635408,0,0,0,,0.514241,0.000000,0.000000,0.100000,-0.079812,0.000000,-0.000000,-0.000279,0.000000,-0.000116,0.000000,11.056129,5.856441,4.516722,4.265588,4.287983,4.921248,6.809340,6.635408,6.489553,4.348251,3.760566,3.734464,3.933298,5.053229,9.330473
1777061066.267492,1,77,0.985727,0.035104,0.992864,0.017552,3.736358,13.622408,4.592563,-0.300613,0.993469,0.013448,3.735289,6.536180,0,0,0,,0.514010,0.000000,0.000000,0.100000,-0.079791,0.000000,-0.000000,-0.000672,0.000000,-0.000086,0.000000,11.037315,5.851848,4.514874,4.264769,4.287450,4.922133,6.706514,6.536180,6.485037,4.347530,3.761099,3.735289,3.934993,5.057298,9.346279
1777061066.426869,1,78,0.985675,0.040397,0.992837,0.020199,3.737183,13.771252,4.450657,-0.312505,0.993444,0.015871,3.736784,6.337768,0,0,0,,0.482352,0.000000,0.000000,0.100000,-0.079757,0.000000,-0.000000,-0.000794,0.000000,-0.000027,0.000000,10.967273,5.835991,4.509390,4.263326,4.287138,4.927661,6.499135,6.337768,6.464388,4.342685,3.761436,3.736784,3.939813,5.070941,9.404353
1777061066.587210,1,79,0.985527,0.046933,0.992763,0.023467,3.737710,13.930013,4.299927,-0.326410,0.993371,0.018855,3.737344,6.238584,0,0,0,,0.514101,0.000000,0.000000,0.100000,-0.079739,0.000000,-0.000000,-0.000943,0.000000,-0.000033,0.000000,10.928137,5.827234,4.506537,4.262795,4.287271,4.931256,6.395247,6.238584,6.386145,4.339528,3.761343,3.737344,3.942326,5.078542,9.437837
1777061066.746770,1,80,0.985424,0.043486,0.992712,0.021743,3.737819,14.088765,4.149943,-0.341286,0.993320,0.017135,3.737887,6.040273,0,0,0,,0.514278,0.000000,0.000000,0.100000,-0.079723,0.000000,-0.000000,-0.000857,0.000000,-0.000018,0.000000,10.842152,5.808632,4.500832,4.262220,4.288177,4.939994,6.187269,6.040273,6.187487,4.331882,3.760587,3.737887,3.947360,5.094814,9.511900
1777061066.897389,1,81,0.985171,0.034377,0.992585,0.017189,3.737562,14.247501,4.000780,-0.356951,0.993162,0.016530,3.737926,5.940982,0,0,0,,0.514108,0.000000,0.000000,0.100000,-0.079710,0.000000,-0.000000,-0.000827,0.000000,-0.000047,0.000000,10.804598,5.800604,4.498511,4.262196,4.288821,4.944215,6.083639,5.940982,6.087857,4.328207,3.760039,3.737926,3.949415,5.101899,9.545131
1777061067.059615,1,82,0.985027,0.028792,0.992513,0.014396,3.736957,14.396300,3.861776,-0.373224,0.993119,0.016152,3.737648,5.742465,0,0,0,,0.482181,0.000000,0.000000,0.100000,-0.079712,0.000000,-0.000000,-0.000808,0.000000,-0.000029,0.000000,10.721489,5.783064,4.493682,4.262469,4.290724,4.954370,5.876123,5.742465,5.889025,4.319427,3.758423,3.737648,3.953723,5.117630,9.620845
1777061067.208553,1,83,0.984693,0.018024,0.992346,0.009012,3.735801,14.564916,3.705357,-0.392436,0.992950,0.011128,3.736693,5.544047,0,0,0,,0.545625,0.000000,0.000000,0.100000,-0.079719,0.000000,-0.000000,-0.000556,0.000000,-0.000056,0.000000,10.646902,5.767816,4.490048,4.263356,4.293262,4.964682,5.669302,5.544047,5.689662,4.310508,3.756224,3.736693,3.956989,5.131353,9.690360
1777061067.369270,1,84,0.984301,0.007202,0.992151,0.003601,3.734578,14.703747,3.577507,-0.408670,0.992754,0.006120,3.735976,5.445871,0,0,0,,0.450430,0.000000,0.000000,0.100000,-0.079718,0.000000,-0.000000,-0.000306,0.000000,-0.000056,0.000000,10.622512,5.763148,4.489226,4.264075,4.294557,4.968743,5.567644,5.445871,5.590284,4.307031,3.755082,3.735976,3.957685,5.135498,9.713210
1777061067.528736,1,85,0.984086,0.002402,0.992043,0.001201,3.732994,14.862387,3.432534,-0.428131,0.992646,0.003899,3.734195,5.246579,0,0,0,,0.513804,0.000000,0.000000,0.100000,-0.079748,0.000000,-0.000000,-0.000195,0.000000,-0.000025,0.000000,10.592890,5.758201,4.489045,4.265866,4.297107,4.975055,5.362283,5.246579,5.387468,4.301469,3.752733,3.734195,3.957730,5.139866,9.741540
1777061067.688995,1,86,0.983603,-0.003569,0.991802,-0.001785,3.731270,15.020997,3.288912,-0.448838,0.992404,0.001140,3.733194,5.147445,0,0,0,,0.513713,0.000000,0.000000,0.100000,-0.079750,0.000000,-0.000000,-0.000057,0.000000,-0.000032,0.000000,10.583345,5.756942,4.489363,4.266874,4.298390,4.977743,5.260397,5.147445,5.286290,4.299063,3.751529,3.733194,3.957361,5.140931,9.750767
1777061067.848776,1,87,0.983319,-0.006635,0.991660,-0.003317,3.729470,15.179576,3.146791,-0.471060,0.992262,-0.000276,3.731030,4.949219,0,0,0,,0.513531,0.000000,0.000000,0.100000,-0.079785,0.000000,-0.000000,-0.000014,0.000000,-0.000017,0.000000,10.576614,5.757252,4.490920,4.269047,4.300845,4.981783,5.057281,4.949219,5.083308,4.295328,3.749156,3.731030,3.955753,5.140376,9.756892
1777061068.009495,1,88,0.982582,-0.008938,0.991291,-0.004469,3.727632,15.338112,3.006374,-0.495149,0.991893,-0.001340,3.729906,4.850117,0,0,0,,0.513249,0.000000,0.000000,0.100000,-0.079779,0.000000,-0.000000,-0.000067,0.000000,-0.000015,0.000000,10.575815,5.757992,4.491886,4.270175,4.302059,4.983548,4.955857,4.850117,4.981693,4.293663,3.747967,3.729906,3.954766,5.139553,9.757476
1777061068.169742,1,89,0.982087,-0.009839,0.991044,-0.004919,3.725781,15.496600,2.867896,-0.521449,0.991646,-0.001755,3.727607,4.651991,0,0,0,,0.512957,0.000000,0.000000,0.100000,-0.079808,0.000000,-0.000000,-0.000088,0.000000,-0.000007,0.000000,10.579672,5.760685,4.494193,4.272475,4.304419,4.986466,4.753333,4.651991,4.778278,4.290824,3.745626,3.727607,3.952434,5.136760,9.753286
1777061068.329686,1,90,0.981145,-0.011217,0.990572,-0.005608,3.723931,15.655027,2.731646,-0.550294,0.991174,-0.002391,3.725288,4.453942,0,0,0,,0.512629,0.000000,0.000000,0.100000,-0.079820,0.000000,-0.000000,-0.000120,0.000000,-0.000012,0.000000,10.586370,5.764028,4.496690,4.274793,4.306732,4.989048,4.551009,4.453942,4.574810,4.288256,3.743313,3.725288,3.949920,5.133368,9.746263
1777061068.480222,1,91,0.980041,-0.012486,0.990021,-0.006243,3.722097,15.813373,2.597974,-0.582023,0.990623,-0.002975,3.724129,4.354957,0,0,0,,0.512272,0.000000,0.000000,0.100000,-0.079800,0.000000,-0.000000,-0.000149,0.000000,-0.000012,0.000000,10.590941,5.765950,4.498002,4.275939,4.307860,4.990184,4.449935,4.354957,4.473064,4.287099,3.742176,3.724129,3.948594,5.131425,9.741549
1777061068.640412,1,92,0.979275,-0.013251,0.989637,-0.006626,3.720406,15.961752,2.475347,-0.614768,0.990240,-0.003327,3.721830,4.157098,0,0,0,,0.480269,0.000000,0.000000,0.100000,-0.079819,0.000000,-0.000000,-0.000166,0.000000,-0.000008,0.000000,10.602790,5.770382,4.500791,4.278233,4.310023,4.992074,4.249007,4.157098,4.269586,4.285088,3.739967,3.721830,3.945805,5.127016,9.729506
1777061068.801366,1,93,0.977575,-0.015786,0.988787,-0.007893,3.718535,16.129804,2.340037,-0.655817,0.989390,-0.004493,3.720697,4.058205,0,0,0,,0.543124,0.000000,0.000000,0.100000,-0.079775,0.000000,-0.000000,-0.000225,0.000000,-0.000021,0.000000,10.609649,5.772796,4.502237,4.279374,4.311083,4.992901,4.147086,4.058205,4.167854,4.284199,3.738895,3.720697,3.944375,5.124645,9.722610
1777061068.961980,1,94,0.976192,-0.017838,0.988096,-0.008919,3.716950,16.277971,2.224407,-0.695948,0.988699,-0.005437,3.718475,3.860599,0,0,0,,0.479399,0.000000,0.000000,0.100000,-0.079766,0.000000,-0.000000,-0.000272,0.000000,-0.000017,0.000000,10.629187,5.778819,4.505412,4.281577,4.312993,4.770304,3.945645,3.860599,3.964371,4.283088,3.736892,3.718475,3.941221,5.118762,9.703114
1777061069.121763,1,95,0.973647,-0.003755,0.986824,-0.001877,3.715323,16.435859,2.105641,-0.744031,0.987426,0.001059,3.663216,3.663216,0,0,0,,0.509481,0.000000,0.000000,0.100000,-0.080866,0.000000,-0.000000,-0.000053,0.000000,-0.000083,0.000000,10.637108,5.782204,4.507749,4.283641,4.315012,4.526774,3.744002,3.663216,3.761587,4.280993,3.734870,3.716419,3.938891,5.115402,9.695179
1777061069.273731,1,96,0.970422,0.009500,0.985211,0.004750,3.713617,16.593512,1.992539,-0.798668,0.985813,0.007166,3.564651,3.564651,0,0,0,,0.506184,0.000000,0.000000,0.100000,-0.082966,0.000000,-0.000000,-0.000358,0.000000,-0.000082,0.000000,10.627726,5.780976,4.508070,4.284625,4.316262,4.403380,3.642877,3.564651,3.660796,4.278629,3.733684,3.715434,3.938524,5.116436,9.704202
1777061069.431260,1,97,0.967919,0.011766,0.983959,0.005883,3.711825,16.741091,1.892595,-0.856040,0.984561,0.008202,3.367853,3.367853,0,0,0,,0.469060,0.000000,0.000000,0.100000,-0.087702,0.000000,-0.000000,-0.000410,0.000000,-0.000024,0.000000,10.587784,5.774021,4.507544,4.286770,4.319431,4.154582,3.440380,3.367853,3.460200,4.235066,3.730842,3.713342,3.938874,5.122639,9.742930
1777061069.592789,1,98,0.962887,0.012711,0.981443,0.006355,3.709673,16.898200,1.793632,-0.923929,0.982044,0.008628,3.269593,3.269593,0,0,0,,0.496931,0.000000,0.000000,0.100000,-0.090107,0.000000,-0.000000,-0.000431,0.000000,-0.000030,0.000000,10.566667,5.770388,4.507339,4.287969,4.321168,4.030410,3.339285,3.269593,3.360031,4.114655,3.729265,3.712166,3.939005,5.125900,9.763700
1777061069.752363,1,99,0.958386,0.002339,0.979193,0.001169,3.707285,17.054926,1.703843,-0.998680,0.979793,0.003836,3.073605,3.073605,0,0,0,,0.490198,0.000000,0.000000,0.100000,-0.095633,0.000000,-0.000000,-0.000192,0.000000,-0.000074,0.000000,10.530964,5.764785,4.507607,4.290723,4.324898,3.783933,3.137933,3.073605,3.159925,3.873239,3.725896,3.709391,3.938607,5.130834,9.798935
1777061069.912289,1,100,0.950134,-0.011253,0.975067,-0.005626,3.704620,17.220869,1.620038,-1.085260,0.975667,-0.002434,2.975772,2.975772,0,0,0,,0.516848,0.000000,0.000000,0.100000,-0.098361,0.000000,-0.000000,-0.000122,0.000000,-0.000109,0.000000,10.522000,5.764045,4.508411,4.292233,4.326703,3.662075,3.037708,2.975772,3.059722,3.751474,3.724200,3.707877,3.937764,5.131373,9.807757
1777061070.072560,1,101,0.943101,-0.021874,0.971550,-0.010937,3.702299,17.366717,1.557282,-1.167650,0.972150,-0.007329,2.781037,2.781037,0,0,0,,0.445720,0.000000,0.000000,0.100000,-0.104869,0.000000,-0.000000,-0.000366,0.000000,-0.000088,0.000000,10.537889,5.770049,4.512239,4.295392,4.329703,3.423289,2.839129,2.781037,2.859264,3.505053,3.721144,3.704720,3.933915,5.125293,9.791070
1777061070.232526,1,102,0.930854,-0.030493,0.965427,-0.015246,3.699974,17.521518,1.503212,-1.261258,0.963741,-0.007672,2.588308,2.588308,0,0,0,,0.467449,0.000000,0.000000,0.100000,-0.111703,0.000000,-0.000000,-0.000384,0.000000,-0.000104,0.000000,10.579623,5.781678,4.517563,4.298450,4.332020,3.189372,2.643182,2.588308,2.660227,3.257350,3.718551,3.701669,3.928604,5.113943,9.748379
1777061070.385712,1,103,0.912721,-0.037251,0.956360,-0.018626,3.697905,17.675082,1.463617,-1.359535,0.954677,-0.010766,2.491066,2.491066,0,0,0,,0.460037,0.000000,0.000000,0.100000,-0.114972,0.000000,-0.000000,-0.000538,0.000000,-0.000124,0.000000,10.607770,5.788990,4.520590,4.299888,4.332918,3.073022,2.544445,2.491066,2.559664,3.133680,3.717472,3.700226,3.925631,5.106918,9.720099
1777061070.542777,1,104,0.895626,-0.044027,0.947813,-0.022013,3.696170,17.827161,1.439246,-1.460685,0.946132,-0.013862,2.300526,2.300526,0,0,0,,0.446754,0.000000,0.000000,0.100000,-0.123380,0.000000,-0.000000,-0.000693,0.000000,-0.000119,0.000000,10.680522,5.806905,4.527367,4.302472,4.334055,2.842605,2.351201,2.300526,2.362367,2.887946,3.715889,3.697578,3.919080,5.090027,9.648733
1777061070.704452,1,105,0.864757,-0.048399,0.932378,-0.024199,3.694912,17.968117,1.430443,-1.556984,0.931791,-0.017770,2.205573,2.205573,0,0,0,,0.407578,0.000000,0.000000,0.100000,-0.126741,0.000000,-0.000000,-0.000889,0.000000,-0.000176,0.000000,10.710402,5.814224,4.530162,4.303530,4.334511,2.727505,2.254696,2.205573,2.264274,2.766399,3.715267,3.696522,3.916442,5.083210,9.620028
1777061070.864477,1,106,0.837358,-0.055835,0.918678,-0.027918,3.693897,18.115985,1.435796,-1.656981,0.919283,-0.022921,2.020160,2.020160,0,0,0,,0.419767,-0.000000,-0.000000,0.100000,-0.136516,0.000000,-0.000000,-0.001146,0.000000,-0.000174,0.000000,10.801061,5.835227,4.537260,4.305380,4.076184,2.504565,2.066685,2.020160,2.072256,2.527185,3.714804,3.694706,3.909812,5.064147,9.535681
1777061071.024021,1,107,0.786342,-0.037883,0.893168,-0.018941,3.693361,18.260610,1.455166,-1.753467,0.893774,-0.014603,1.838966,1.838966,1,1,0,success,60.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.000000,10.891621,5.855562,4.543748,4.306516,3.733531,2.285788,1.882729,1.838966,1.884859,2.294435,3.715092,3.693625,3.903933,5.046065,9.453903
1777061075.801573,2,1,0.966228,0.758931,0.983114,0.379465,5.125005,2.012319,15.987680,0.000052,0.267256,-0.000295,1.896483,5.826025,0,0,0,,0.040340,0.000000,0.000000,0.100000,-0.042277,0.000000,-0.000000,-0.000015,0.000000,0.000000,0.000000,1.896483,2.078291,2.845226,2.875040,2.892513,3.332000,4.940876,11.880133,8.808548,5.939904,5.156255,5.125068,2.845510,2.078404,1.896529
1777061075.961571,2,2,0.966373,0.758471,0.983186,0.379236,5.125028,2.086610,15.913389,0.000291,0.721192,-0.001689,1.964856,5.825150,0,0,0,,0.171264,0.000000,0.000000,0.100000,-0.110114,0.000000,-0.000000,-0.000084,0.000000,-0.000003,0.000000,1.964856,2.153147,2.948470,2.875041,2.892488,3.331836,4.940289,11.882254,8.809598,5.940199,5.156302,5.125068,2.949278,2.154074,1.965502
1777061076.120752,2,3,0.966948,0.759405,0.983474,0.379702,5.124056,2.232219,15.767780,-0.026266,0.981817,0.343532,2.044290,5.827609,0,0,0,,0.347170,0.000000,0.000000,0.100000,-0.144082,0.000000,-0.000000,-0.017177,0.000000,-0.000008,0.000000,2.044290,2.241455,3.035878,2.874981,2.892504,3.332254,4.941919,11.876145,8.806606,5.939396,5.156222,5.125124,3.068043,2.241195,2.045226
1777061076.271707,2,4,0.967909,0.753291,0.983954,0.376645,5.115629,2.388994,15.611009,-0.084150,0.979516,0.381976,2.241371,6.612732,0,0,0,,0.391482,0.000000,0.000000,0.100000,-0.131105,0.000000,-0.000000,-0.019099,0.000000,-0.000035,0.000000,2.245486,2.535654,2.974837,2.874239,2.919605,3.473863,5.457980,11.970660,8.078093,5.730549,5.130670,5.125960,3.136870,2.390419,2.241371
1777061076.431476,2,5,0.970300,0.708415,0.985150,0.354208,5.099249,2.534938,15.465084,-0.140688,0.980951,0.356807,2.436815,7.879419,0,0,0,,0.366262,0.000000,0.000000,0.100000,-0.120766,0.000000,-0.000000,-0.017840,0.000000,-0.000236,0.000000,2.460657,2.878569,2.937737,2.886770,2.980255,3.685623,6.250700,11.827333,7.406921,5.526095,5.113224,5.119149,3.186905,2.535919,2.436815
1777061076.582281,2,6,0.972356,0.644188,0.986178,0.322094,5.073132,2.689586,15.310501,-0.197617,0.982413,0.326287,2.534151,7.992556,0,0,0,,0.398561,0.000000,0.000000,0.100000,-0.116301,0.000000,-0.000000,-0.016314,0.000000,-0.000331,0.000000,2.574732,3.065451,2.932066,2.898757,3.021708,3.809728,6.736589,11.793310,7.130745,5.438071,5.101342,5.119161,3.220535,2.612313,2.534151
1777061076.741681,2,7,0.973591,0.586699,0.986796,0.293349,5.041263,2.833329,15.166902,-0.246591,0.980898,0.300637,2.727591,7.389273,0,0,0,,0.372649,0.000000,0.000000,0.100000,-0.107886,0.000000,-0.000000,-0.015032,0.000000,-0.000294,0.000000,2.807620,3.355774,2.944185,2.932889,3.121839,4.083469,7.878874,11.877561,6.682916,5.288525,5.067235,5.122309,3.308565,2.773255,2.727591
1777061076.902013,2,8,0.975338,0.479007,0.987669,0.239503,5.000289,2.985147,15.015370,-0.292484,0.983432,0.250978,2.823383,7.141943,0,0,0,,0.404004,0.000000,0.000000,0.100000,-0.104495,0.000000,-0.000000,-0.012549,0.000000,-0.000547,0.000000,2.928244,3.329026,2.959643,2.954541,3.179814,4.233824,8.555852,11.149796,6.495845,5.222931,5.045284,5.124228,3.359725,2.856740,2.823383
1777061077.061762,2,9,0.975480,0.370998,0.987740,0.185499,4.953432,3.135439,14.865551,-0.329873,0.983342,0.185832,3.006869,6.768631,0,0,0,,0.409402,0.000000,0.000000,0.100000,-0.098110,0.000000,-0.000000,-0.009292,0.000000,-0.000541,0.000000,3.168050,3.313222,3.007125,3.006869,3.298560,4.522876,9.937167,10.141820,6.207594,5.112349,4.993257,5.117579,3.487452,3.030716,3.013127
1777061077.212558,2,10,0.975270,0.159280,0.987635,0.079640,4.902095,3.284428,14.717260,-0.356032,0.988081,0.074765,3.036252,6.613983,0,0,0,,0.412191,0.000000,0.000000,0.100000,-0.097628,0.000000,-0.000000,-0.003738,0.000000,-0.001060,0.000000,3.287969,3.316814,3.036252,3.037013,3.360448,4.668480,10.681290,9.753352,6.086017,5.061887,4.963852,5.110440,3.557124,3.119338,3.107091
1777061077.373254,2,11,0.974842,0.023122,0.987421,0.011561,4.852055,3.423685,14.578870,-0.365553,0.985339,0.014115,3.100913,6.451116,0,0,0,,0.313070,0.000000,0.000000,0.100000,-0.095327,0.000000,-0.000000,-0.000706,0.000000,-0.000683,0.000000,3.502337,3.367263,3.100913,3.102994,3.454665,4.845377,11.434427,9.410634,5.949836,4.982827,4.899275,5.061145,3.742374,3.302673,3.293418
1777061077.532409,2,12,0.974558,-0.106147,0.987279,-0.053073,4.798472,3.572142,14.431553,-0.366387,0.987730,-0.047581,3.168162,6.378130,0,0,0,,0.238340,0.000000,0.000000,0.100000,-0.093530,0.000000,-0.000000,-0.002379,0.000000,-0.000648,0.000000,3.696844,3.444808,3.168162,3.169973,3.524678,4.933630,11.565677,9.324999,5.879712,4.917044,4.831926,4.988009,3.959239,3.489439,3.478967
1777061077.685674,2,13,0.974889,-0.159530,0.987445,-0.079765,4.745924,3.720988,14.284044,-0.360658,0.987902,-0.072341,3.201426,6.364100,0,0,0,,0.153996,0.000000,0.000000,0.100000,-0.092575,0.000000,-0.000000,-0.003617,0.000000,-0.000269,0.000000,3.787117,3.489037,3.201426,3.202648,3.552518,4.953426,11.467010,9.345197,5.861331,4.888062,4.798309,4.946502,4.077065,3.584093,3.571667
