t_wall,episode,step,raw_action_0,raw_action_1,cmd_linear_x,cmd_angular_z,pos_x,pos_y,goal_distance,goal_angle,linear_x,angular_z,lidar_min,done,terminated,truncated,terminal_reason,reward_total,reward_progress,reward_safe,reward_risk,reward_turn,reward_stop,reward_smooth,reward_terminal,lidar_feat_0,lidar_feat_1,lidar_feat_2,lidar_feat_3,lidar_feat_4,lidar_feat_5,lidar_feat_6,lidar_feat_7,lidar_feat_8,lidar_feat_9,lidar_feat_10,lidar_feat_11,lidar_feat_12,lidar_feat_13,lidar_feat_14
1774536379.641904,1,12,0.999912,0.987715,0.999912,1.975429,0.499416,1.540956,0.210861,0.384767,0.972320,1.973448,1000.000000,1,1,0,success,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774536380.073216,2,1,0.969577,-0.697446,0.969577,-1.394892,0.027046,0.000661,1.329474,2.062521,0.383936,0.048045,1000.000000,0,0,0,,-0.399933,-0.005478,0.000000,-0.000000,-0.002402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774536380.255203,2,2,0.663575,0.999910,0.663575,1.999820,0.129949,0.007673,1.375880,1.958294,0.663571,1.839887,1000.000000,0,0,0,,-0.529376,-0.023203,0.000000,-0.000000,-0.091994,0.000000,-0.037007,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774536380.443500,2,3,0.988664,0.999443,0.988664,1.998886,0.272758,0.067388,1.410705,1.693327,0.962550,2.008151,1000.000000,0,0,0,,-0.265003,-0.017412,0.000000,-0.000000,-0.100408,0.000000,-0.003260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774536380.625880,2,4,0.999900,0.999842,0.999900,1.999683,0.407368,0.191642,1.410039,1.440711,0.971125,2.006614,1000.000000,0,0,0,,0.053297,0.000333,0.000000,-0.000000,-0.100331,0.000000,-0.000120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774536380.806942,2,5,0.995396,0.998779,0.995396,1.997559,0.483370,0.347549,1.367068,1.201268,0.967017,1.999794,1000.000000,0,0,0,,0.347692,0.021486,0.000000,-0.000000,-0.099990,0.000000,-0.000066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774536380.985905,2,6,0.996575,0.996833,0.996575,1.993665,0.499594,0.520402,1.284981,0.957479,0.968651,1.992307,1000.000000,0,0,0,,0.621251,0.041043,0.000000,-0.000000,-0.099615,0.000000,-0.000051,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774536381.166711,2,7,0.992447,0.997379,0.992447,1.994757,0.454227,0.687255,1.168119,0.701647,0.963603,2.006798,1000.000000,0,0,0,,0.857896,0.058431,0.000000,-0.000000,-0.100340,0.000000,-0.000052,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774536381.345366,2,8,0.999732,0.996513,0.999732,1.993025,0.352231,0.828290,1.020874,0.426122,0.970898,2.001084,1000.000000,0,0,0,,1.050269,0.073622,0.000000,-0.000000,-0.100054,0.000000,-0.000090,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1774536381.535888,2,9,0.999765,0.874644,0.999765,1.749287,0.199428,0.931763,0.843692,0.145433,0.975383,1.747645,1000.000000,0,0,0,,1.171489,0.088591,0.000000,-0.000000,-0.087382,0.000000,-0.002438,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
